location,career_level,experience_level,education_level,employment_type,job_function,company_process_time,company_industry,Salary Level
4,3,1,18,0,14,29,40,0
1,4,3,15,0,0,29,30,2
7,3,1,3,4,34,29,24,1
4,3,3,9,4,10,22,20,1
20,2,3,9,4,37,21,18,2
4,2,2,9,4,9,29,28,2
4,3,1,9,0,65,21,45,1
8,3,5,18,4,21,28,30,2
10,4,5,18,4,29,29,30,2
4,3,1,18,4,0,29,50,1
20,4,3,8,4,34,29,28,2
4,3,1,15,4,11,20,23,1
7,3,1,18,4,5,29,48,2
8,4,5,18,4,24,25,30,2
7,3,1,8,4,12,4,20,2
4,0,15,10,4,58,29,22,2
7,2,2,18,4,7,29,48,2
1,3,2,15,4,24,27,12,1
4,3,1,10,4,28,19,29,1
4,4,2,9,4,41,28,55,2
4,3,1,15,0,12,29,20,1
4,3,3,4,4,41,27,30,0
4,2,5,18,4,57,29,30,1
7,4,5,9,4,50,29,30,2
7,3,2,18,4,10,18,18,2
4,3,1,8,4,18,29,18,0
4,3,1,15,4,12,20,23,2
4,1,1,8,4,13,3,22,1
4,3,2,16,4,10,29,23,2
4,2,2,18,0,37,23,49,2
9,3,2,9,4,21,29,30,2
4,3,2,18,4,12,29,45,1
0,2,5,16,4,12,9,23,2
20,3,1,9,4,39,28,18,1
33,3,1,8,4,41,16,41,1
4,3,2,8,0,39,28,30,1
4,3,3,15,4,37,27,30,0
7,2,3,15,4,61,29,22,2
7,4,7,18,0,40,2,57,2
4,1,1,9,4,56,28,50,1
32,3,1,9,4,42,29,24,1
4,3,1,18,4,29,29,48,1
8,2,5,9,4,24,29,22,2
23,1,1,9,4,38,26,41,1
13,1,3,8,0,14,24,22,1
13,3,5,18,0,21,29,21,2
7,3,1,18,4,59,29,3,1
11,3,1,3,4,62,27,53,0
4,3,1,6,4,56,29,57,0
33,3,2,18,0,41,28,57,1
7,2,2,9,4,0,12,18,2
0,3,2,9,4,12,5,20,2
4,3,1,18,4,0,26,19,1
1,3,2,9,4,39,28,11,2
0,3,1,8,4,42,28,0,1
4,1,1,8,4,13,3,22,1
4,3,1,8,4,12,4,20,1
7,4,3,15,4,28,26,12,2
3,3,1,9,4,54,30,24,2
4,3,1,15,4,23,25,50,1
3,3,1,18,0,33,25,39,1
4,4,1,16,4,12,29,29,2
0,4,1,15,4,35,30,28,1
4,3,5,18,4,41,29,30,1
4,3,3,15,4,22,29,53,1
4,3,1,18,4,56,29,53,1
9,3,2,8,4,34,13,24,1
4,3,1,9,4,40,25,50,1
9,4,2,13,4,55,28,57,2
4,3,1,15,4,55,29,47,0
4,3,1,10,4,19,26,29,1
7,2,5,9,4,57,29,48,2
1,2,5,13,4,34,29,30,2
7,2,2,15,4,39,29,41,2
7,3,1,8,0,41,4,7,2
4,3,1,10,0,17,28,18,0
1,3,1,15,4,1,22,21,1
9,3,2,9,4,37,29,31,2
4,4,2,15,4,0,29,28,1
9,3,3,18,4,66,18,48,2
4,3,1,9,4,3,29,2,1
4,3,2,8,4,40,29,23,0
4,4,5,10,4,0,23,29,2
4,1,1,18,0,22,29,4,1
23,3,1,18,4,59,29,3,1
4,4,1,18,4,37,1,55,1
1,4,3,9,4,22,29,57,2
20,4,2,8,4,12,29,28,2
9,3,2,8,4,41,7,50,1
25,3,2,13,4,38,27,41,1
4,3,3,18,4,34,29,47,1
4,3,1,18,4,37,29,18,1
7,3,1,0,4,17,29,40,2
7,3,1,15,4,0,4,5,2
4,3,1,9,4,0,28,50,0
4,2,5,9,4,37,26,18,2
4,2,5,9,4,63,19,29,2
4,2,5,9,4,57,28,9,1
33,3,3,18,4,17,29,28,2
7,3,1,8,0,41,4,7,2
4,3,1,18,4,26,28,30,1
4,3,1,9,4,54,29,22,1
4,1,1,9,4,0,29,22,1
4,2,1,9,4,4,29,51,1
0,1,1,9,4,18,29,18,1
4,4,3,18,4,28,26,57,2
4,3,3,8,4,59,13,48,1
1,1,1,3,8,65,16,37,0
4,3,2,8,4,56,21,50,0
7,3,2,4,4,26,15,3,2
4,1,1,9,4,10,27,23,1
8,3,3,15,0,7,29,21,1
4,3,1,15,4,55,29,1,1
1,3,1,15,0,41,15,44,2
4,3,1,8,4,0,29,30,0
4,3,1,18,4,37,27,35,1
1,3,1,8,4,39,19,57,2
4,0,10,9,4,37,25,29,2
4,2,3,15,4,28,29,55,1
8,3,2,15,4,28,30,15,1
9,3,2,3,4,37,21,3,2
4,3,2,8,0,61,30,21,1
4,3,1,9,4,40,29,22,1
7,3,2,15,4,22,29,20,2
33,3,2,18,4,30,29,28,1
4,3,1,3,4,41,29,50,0
7,3,1,3,4,59,29,30,2
4,3,1,8,4,42,29,39,0
4,2,1,3,4,41,29,28,0
4,3,1,9,4,56,24,55,1
7,3,1,9,4,1,29,1,2
4,2,10,10,4,10,28,18,2
4,3,2,13,4,41,20,50,1
1,3,1,9,0,0,26,29,1
9,3,3,9,4,56,4,4,2
7,3,1,8,4,39,21,40,2
4,3,2,18,4,56,29,39,1
20,4,3,8,4,0,29,28,1
25,3,1,15,4,38,14,2,1
4,2,3,9,4,37,23,20,2
4,3,2,18,4,0,29,24,1
9,3,1,9,4,0,29,45,2
4,3,1,9,4,56,25,12,1
1,1,1,18,4,35,29,51,1
7,3,5,9,4,12,29,30,2
4,3,1,9,4,12,27,28,2
4,3,2,18,4,12,29,22,2
7,3,1,15,4,12,29,20,2
4,3,1,8,4,11,29,24,0
4,3,1,9,4,34,26,20,1
4,1,1,15,2,54,29,50,0
8,4,3,9,4,22,23,30,2
4,3,1,18,4,42,21,53,1
16,3,1,3,4,35,29,47,1
4,3,2,9,4,0,29,24,1
4,3,2,18,4,37,29,0,1
7,3,1,15,4,26,29,41,1
4,3,1,8,4,56,19,53,1
4,3,2,15,0,0,25,22,0
4,3,2,4,4,41,29,24,1
4,3,3,9,4,54,29,30,1
1,3,1,8,4,54,29,28,1
17,3,2,8,4,41,25,7,1
4,4,4,15,4,4,25,57,2
4,2,6,10,4,0,26,57,2
4,2,2,16,4,9,29,9,1
7,4,2,8,4,33,29,28,1
8,4,2,15,0,39,29,57,2
4,3,4,16,3,3,5,2,2
4,3,2,15,4,12,18,41,2
7,3,2,9,4,12,29,20,2
4,4,3,9,4,0,25,45,1
4,3,3,9,4,34,29,57,1
4,1,1,18,3,9,29,28,0
10,2,1,8,4,34,4,30,2
20,0,5,8,4,0,29,28,2
4,3,7,9,4,12,4,20,2
7,4,10,18,4,41,29,42,2
32,2,7,15,0,25,2,16,2
4,3,1,9,4,35,29,20,0
4,4,5,15,4,1,28,57,1
0,3,5,9,4,12,17,20,2
1,3,1,18,4,12,29,24,2
3,2,2,15,4,34,29,34,1
4,3,1,18,4,9,29,28,0
7,4,3,18,4,57,29,22,2
4,3,2,6,4,57,3,22,2
4,2,5,9,4,29,20,45,2
4,3,3,9,4,0,21,50,1
1,4,1,9,4,10,29,57,2
33,0,5,16,4,37,29,28,2
4,3,2,18,4,56,29,18,0
4,3,2,9,4,57,27,21,1
7,3,3,9,4,55,6,23,2
13,3,2,15,4,38,27,41,0
4,4,3,15,4,4,28,30,2
8,3,3,8,4,12,16,37,2
4,3,2,9,4,26,27,57,0
4,2,5,18,4,57,29,30,1
7,3,2,3,4,41,29,28,1
16,3,5,18,4,21,12,7,2
4,3,1,3,4,56,29,50,0
8,4,2,8,0,22,29,30,2
7,3,3,15,8,59,29,21,2
7,4,2,18,4,50,29,30,2
4,1,1,8,4,1,3,22,2
4,3,1,15,4,61,29,7,1
4,3,1,9,4,0,29,48,1
1,4,2,15,4,4,29,36,2
1,3,2,15,4,4,29,21,2
3,3,1,9,4,61,7,23,2
0,4,5,9,4,41,26,29,2
3,3,1,8,0,41,29,3,1
7,4,3,10,4,59,29,30,2
7,2,3,9,4,57,29,18,2
4,3,1,15,4,19,25,18,0
0,4,2,9,4,39,26,20,2
8,3,2,15,4,39,26,29,2
6,3,1,8,4,41,16,41,1
7,3,2,16,4,21,19,29,2
9,4,1,10,4,58,29,33,2
1,2,5,9,4,7,29,48,2
6,3,2,18,4,9,27,28,1
4,4,2,9,4,41,29,22,1
9,3,2,10,4,37,29,22,2
7,3,2,9,4,12,28,18,2
4,3,1,15,0,56,15,50,1
4,3,2,9,4,12,24,41,2
4,3,3,15,0,41,23,3,1
4,3,2,3,4,0,29,24,0
7,4,3,18,4,0,29,43,2
9,0,4,9,0,42,29,40,2
4,3,1,13,4,34,29,50,1
8,3,1,8,4,41,24,29,2
4,1,1,3,4,35,29,50,1
4,4,3,16,4,37,24,4,2
4,3,2,3,4,35,22,50,1
4,3,3,18,0,7,30,21,2
9,3,1,15,4,12,29,20,2
4,3,3,18,0,0,29,17,1
7,4,5,15,4,66,2,52,2
4,2,7,9,4,12,25,29,2
9,3,2,18,4,0,28,47,1
4,4,1,10,4,57,19,29,2
0,3,1,15,4,35,21,50,1
1,3,2,18,4,41,24,21,1
9,1,1,18,4,31,27,20,1
9,3,1,3,4,9,27,28,1
9,3,2,6,4,41,16,3,1
2,3,1,16,4,41,3,1,2
4,3,3,9,4,0,27,40,1
4,4,1,15,0,2,29,30,1
7,3,2,4,0,41,29,26,2
4,1,1,3,4,3,16,41,0
4,3,3,9,4,12,30,23,2
4,4,3,15,4,28,29,1,1
9,3,1,8,4,41,16,41,2
1,2,1,3,4,9,29,28,1
7,3,3,9,4,49,23,52,2
23,1,1,9,4,38,26,41,1
4,3,2,6,4,57,3,22,2
16,2,2,6,4,9,29,28,1
4,3,1,18,4,57,28,30,1
4,3,2,13,4,51,20,18,1
20,3,5,8,4,12,29,28,2
4,2,3,9,4,28,1,55,2
7,3,1,18,4,57,30,48,2
7,3,3,1,4,33,29,39,2
8,1,1,15,4,54,29,20,1
16,3,1,15,4,12,1,20,2
7,4,3,8,0,42,29,30,2
9,4,2,18,4,41,29,50,1
7,3,1,9,4,59,29,53,2
4,3,2,9,4,41,29,30,1
4,2,3,9,4,41,18,30,1
4,3,2,9,4,10,21,23,1
9,3,3,9,4,57,21,12,2
4,2,5,15,4,39,29,24,2
4,2,3,13,4,37,10,2,1
4,3,5,9,4,0,29,30,1
7,3,3,9,4,0,29,50,2
10,2,1,8,4,34,4,30,2
0,4,5,10,4,12,29,20,2
4,4,3,10,4,0,28,11,1
4,1,1,9,4,37,23,7,1
8,3,2,15,0,28,28,18,1
4,3,1,3,4,12,30,20,1
0,4,2,18,4,54,29,30,2
4,4,2,9,4,34,26,26,1
0,4,2,9,4,39,26,20,2
8,1,1,6,0,62,19,8,1
4,3,1,8,4,41,24,29,1
4,3,1,8,0,5,6,36,0
4,3,2,9,4,38,14,2,0
4,3,2,8,0,34,12,50,1
1,4,3,18,4,0,6,36,2
4,2,5,9,4,39,28,29,2
7,3,1,18,0,42,23,24,2
8,3,2,8,0,41,29,30,2
4,3,3,13,4,41,4,36,1
27,4,3,9,4,0,28,50,2
7,4,5,15,4,14,2,52,2
32,3,1,15,4,37,29,41,0
4,2,2,3,0,41,18,28,1
13,3,2,8,4,37,28,18,1
4,3,1,9,0,37,27,50,1
4,2,2,15,0,55,30,41,1
33,3,2,16,4,35,29,28,2
11,4,3,9,4,33,28,39,1
7,3,12,10,0,33,29,39,1
1,3,1,8,4,22,29,24,1
7,3,1,8,4,41,24,0,2
27,4,2,8,4,41,1,57,1
4,2,3,10,4,39,16,20,2
9,3,1,3,4,41,29,3,1
7,3,1,15,4,37,29,41,1
1,3,3,8,4,37,29,30,1
7,2,3,15,4,37,29,24,2
31,4,1,8,0,41,29,41,1
9,3,3,13,4,41,23,57,2
10,3,1,18,0,0,29,3,1
4,3,2,3,4,42,29,24,1
3,3,2,9,4,12,7,23,1
1,3,3,13,4,26,29,30,2
4,4,4,9,4,41,29,57,1
4,0,15,10,4,5,30,29,2
1,3,1,9,4,35,29,34,2
7,2,2,15,4,41,29,41,2
4,3,2,9,0,35,29,50,1
1,3,2,9,4,4,29,30,2
1,3,2,8,4,54,29,40,1
4,3,2,15,4,22,21,50,2
8,1,1,15,4,38,7,2,1
4,1,1,8,4,35,3,22,2
9,4,2,9,4,17,28,18,2
30,0,3,13,4,41,29,47,2
1,2,5,9,4,21,29,30,2
4,3,1,9,4,18,16,29,1
4,3,2,10,4,12,29,24,2
4,3,1,8,4,0,29,51,0
9,3,2,3,4,0,29,50,1
9,3,1,3,4,42,7,50,1
27,2,4,18,4,0,29,28,2
32,3,2,15,4,38,27,41,1
3,1,1,15,4,26,29,41,1
4,3,2,8,4,9,29,28,0
7,3,1,3,4,56,29,37,1
4,3,1,18,0,41,28,55,0
4,3,1,15,4,42,29,20,1
10,3,1,1,4,33,29,39,2
25,3,1,6,0,41,29,29,1
4,1,1,8,4,42,29,23,0
0,3,1,15,4,33,5,39,2
33,4,2,13,4,42,28,47,1
4,3,1,13,4,56,29,0,1
0,3,2,8,4,39,28,5,1
4,3,2,3,4,21,26,29,2
4,2,7,9,4,39,28,30,2
9,3,1,8,4,38,28,41,1
4,3,1,18,0,9,29,28,0
4,3,2,9,4,10,21,23,1
1,0,5,9,4,37,12,15,2
4,3,1,15,4,40,8,7,0
4,3,2,16,4,0,29,28,0
25,2,5,13,4,65,29,0,2
1,3,1,6,4,42,29,46,1
4,3,1,8,0,26,14,20,1
4,3,2,15,4,10,21,23,1
1,3,1,3,4,37,29,50,1
4,3,1,9,4,54,27,10,0
4,3,1,13,3,31,28,41,1
4,2,3,10,4,37,13,57,2
4,4,4,9,4,12,14,20,2
8,1,1,6,0,41,25,3,1
2,1,1,3,0,3,16,41,1
9,3,1,9,4,10,23,18,2
4,1,1,3,0,41,29,50,0
1,1,1,18,4,41,26,41,1
7,2,6,9,4,0,21,29,2
8,3,1,8,4,41,16,41,2
4,3,1,8,4,12,4,20,1
4,3,2,9,4,37,28,23,2
9,3,2,15,4,22,28,30,2
9,3,1,15,4,42,29,41,1
4,2,5,16,4,0,19,29,2
8,3,1,18,4,61,29,30,1
4,3,2,8,4,12,2,20,1
4,2,5,9,4,39,29,29,2
4,3,2,9,4,37,23,28,2
4,3,1,3,4,9,29,28,0
0,4,2,16,4,41,29,7,2
3,1,1,15,4,12,27,20,2
4,3,3,18,4,0,19,57,1
4,4,3,9,0,60,29,30,0
8,3,1,3,4,41,29,50,1
1,3,2,6,4,34,29,3,1
4,3,1,8,4,42,29,20,0
9,3,1,15,4,12,29,23,1
4,3,1,3,4,41,29,29,1
4,0,10,10,4,37,30,29,2
4,3,1,18,4,0,4,12,1
33,3,3,18,4,38,17,24,2
4,3,3,18,0,12,26,29,2
9,3,1,8,4,54,1,8,2
4,3,1,3,0,22,16,37,1
4,3,2,13,4,12,29,20,2
1,3,2,15,4,21,29,51,1
7,3,1,15,3,53,29,50,0
7,3,4,10,4,12,29,20,2
4,4,5,18,0,59,25,57,2
4,4,3,18,4,10,29,29,2
4,4,2,15,4,7,26,21,1
4,3,3,9,4,39,29,57,1
18,3,2,15,4,38,7,2,1
4,1,1,8,2,10,26,41,0
4,3,1,9,4,41,21,57,0
4,3,1,18,4,3,29,41,1
4,3,1,18,4,42,24,57,0
4,3,1,3,4,41,29,28,0
1,3,2,9,4,10,10,30,1
4,4,3,18,4,14,29,30,0
33,3,3,18,4,55,20,30,1
13,1,1,3,3,41,29,50,0
1,3,2,9,4,0,10,30,1
7,4,2,18,0,14,29,31,2
9,3,1,8,0,12,29,20,1
3,4,1,18,4,37,29,18,2
20,4,1,9,4,9,29,28,1
7,3,3,8,0,7,29,48,2
1,2,2,18,4,55,29,30,2
7,2,5,18,4,7,25,48,2
27,3,1,8,4,41,22,47,1
4,3,2,15,4,12,29,9,1
4,3,1,18,4,9,29,57,0
4,1,1,13,4,23,28,50,1
4,2,3,18,4,31,20,18,1
4,3,3,6,4,56,28,4,1
7,3,5,15,4,22,29,12,2
33,2,5,8,4,19,29,28,2
4,2,10,9,4,12,29,20,2
20,3,1,8,4,41,24,29,1
9,3,3,15,4,0,29,24,2
4,2,4,9,4,37,8,40,2
4,2,4,9,4,0,29,21,2
4,3,1,18,4,10,29,57,2
6,4,5,10,4,57,29,30,2
9,3,2,8,4,41,7,50,1
7,4,3,18,4,37,29,28,2
0,3,1,6,0,65,27,3,1
4,3,1,18,4,51,25,22,1
1,3,1,18,4,55,29,22,1
8,0,5,15,4,7,29,36,2
0,3,4,13,4,0,26,20,2
1,3,1,9,4,26,29,48,1
4,2,10,18,0,0,29,7,2
4,4,3,10,4,37,22,37,2
16,3,1,9,0,12,28,30,2
4,3,1,3,4,30,29,40,0
7,3,2,15,4,24,29,30,2
4,1,2,6,0,18,29,18,0
9,3,1,10,0,40,23,57,2
4,3,1,9,0,57,28,53,0
0,3,1,13,4,54,29,9,1
4,3,2,9,4,34,29,48,1
4,3,2,15,4,0,29,57,1
4,3,1,9,0,14,29,5,1
4,2,3,9,4,39,28,57,2
0,4,2,9,4,35,28,51,2
4,2,5,18,4,28,29,30,2
4,3,1,18,0,1,29,57,1
1,3,1,15,4,12,29,1,2
4,3,2,15,4,0,29,50,1
4,4,3,9,4,12,2,20,2
9,3,2,9,4,4,29,21,2
9,4,5,15,4,55,16,30,2
27,4,2,8,4,0,10,57,1
33,3,1,9,4,37,29,4,2
4,3,2,15,4,39,29,4,1
4,3,2,9,4,0,23,28,1
9,3,1,8,4,56,2,28,2
2,3,2,15,4,38,27,41,1
7,3,2,15,4,12,29,20,2
9,3,2,9,4,37,29,31,2
4,1,1,13,4,24,27,7,1
9,3,1,8,4,34,29,50,2
13,3,5,9,0,57,29,21,1
1,2,2,3,4,9,29,50,2
4,3,3,9,4,1,29,24,1
4,3,4,8,4,11,1,19,0
33,4,20,10,4,61,29,30,2
7,4,2,15,4,65,29,24,2
9,3,2,3,4,61,29,30,1
7,2,3,9,4,37,29,21,2
4,3,2,18,4,0,29,57,1
4,3,1,18,2,29,22,41,0
16,3,2,15,0,22,29,30,1
4,3,3,6,4,9,29,9,0
31,3,1,9,4,37,17,47,2
9,3,2,9,4,41,22,48,2
9,3,2,9,4,37,29,31,2
4,2,3,18,4,37,24,1,2
10,2,3,9,4,42,26,30,2
13,1,1,3,4,39,20,7,0
7,3,1,16,4,10,29,20,1
7,4,2,10,0,7,29,21,1
4,3,3,9,4,4,12,50,1
13,3,1,16,4,41,3,1,1
7,2,3,9,4,1,27,30,2
2,1,1,3,0,3,16,41,1
4,3,1,6,4,62,29,53,1
4,3,2,13,4,57,21,41,0
4,3,1,9,4,50,29,28,1
4,3,1,18,4,12,1,20,2
4,2,10,10,4,12,1,20,2
4,3,1,9,4,11,18,19,1
7,3,1,3,0,0,11,20,1
7,4,5,18,4,7,29,48,2
4,1,1,8,4,35,3,22,2
0,3,2,9,0,33,26,39,1
4,3,2,8,4,37,23,19,2
1,3,1,15,4,12,29,39,1
4,3,1,5,4,12,4,20,1
4,3,3,9,4,15,29,30,1
23,2,1,18,4,37,21,18,1
4,3,1,18,0,22,20,21,0
8,3,2,13,4,57,29,24,1
4,4,3,18,4,17,24,28,2
4,3,1,18,4,12,29,23,1
4,4,2,18,4,37,6,23,2
4,3,2,15,0,12,2,20,1
4,1,1,3,4,15,21,19,0
4,3,2,9,4,0,29,30,1
4,3,3,9,4,55,28,29,2
10,2,3,9,4,42,26,30,2
4,3,2,6,4,41,29,3,1
4,1,1,3,4,55,29,24,1
8,2,3,18,4,22,29,30,2
33,3,1,13,4,19,23,18,1
7,3,2,18,4,34,29,57,2
9,3,1,15,4,41,3,1,2
20,0,5,8,4,0,29,28,2
28,3,1,16,0,22,1,45,2
2,3,1,16,4,41,3,1,2
9,3,1,9,0,10,29,18,2
7,4,1,18,4,24,29,30,2
8,3,2,8,4,0,23,12,1
4,2,3,15,4,14,26,57,1
7,3,1,18,4,14,29,24,1
20,3,3,8,4,12,29,28,1
7,3,1,15,4,33,30,39,2
3,3,1,9,4,32,9,23,2
7,2,3,10,4,24,19,30,2
33,3,3,18,4,38,17,24,2
9,3,2,15,4,38,27,41,1
4,3,1,9,4,34,29,23,1
4,0,10,10,4,58,19,29,2
4,3,1,18,4,12,29,39,1
4,2,5,10,4,37,29,57,1
13,2,1,9,0,39,19,20,2
22,3,2,15,4,38,27,41,1
1,3,1,18,4,56,27,50,1
4,3,2,13,4,9,23,28,0
27,3,1,8,4,41,21,19,2
1,3,2,18,4,53,29,18,2
20,3,2,8,4,37,27,9,1
0,3,1,9,4,12,14,20,2
11,1,1,8,3,12,29,20,0
7,3,1,15,4,39,22,57,2
7,4,2,8,4,14,29,30,2
27,2,3,18,4,48,12,30,2
4,0,5,18,4,41,29,30,2
20,4,3,8,4,0,29,28,1
25,4,2,15,4,41,16,30,2
3,3,2,18,4,26,7,23,1
4,3,10,18,0,10,27,20,2
4,3,3,3,4,41,27,7,1
9,4,2,15,0,41,29,57,2
4,3,1,13,4,19,20,18,0
4,3,2,15,4,0,20,50,1
4,1,1,4,4,37,25,55,0
4,3,3,18,4,41,14,2,2
4,4,3,18,4,12,2,20,1
11,3,1,8,4,41,21,19,2
32,2,3,18,4,41,29,18,2
9,1,1,15,4,12,29,20,2
1,3,1,3,4,15,29,57,1
4,2,5,18,4,37,24,1,2
10,2,1,8,4,34,4,30,2
4,3,3,10,4,37,21,40,1
4,4,3,15,4,7,28,24,1
4,3,1,9,0,12,29,20,0
4,4,4,9,4,12,20,50,2
4,3,1,8,4,12,5,20,1
9,4,3,15,4,41,20,57,2
20,0,5,8,4,0,29,28,2
4,3,5,9,0,29,29,15,1
7,2,5,9,0,0,19,18,2
7,4,5,18,4,22,18,3,2
27,3,2,18,4,59,21,3,1
3,3,2,9,4,0,29,28,1
4,3,1,3,4,41,29,21,1
7,3,2,13,0,47,29,30,2
31,1,1,6,0,41,25,3,1
7,4,3,9,4,37,24,28,2
4,3,2,15,4,57,12,22,1
7,3,3,9,4,33,29,39,2
4,0,10,10,4,3,30,29,2
4,3,1,13,0,54,25,5,1
4,1,1,10,4,3,18,41,1
4,3,1,15,0,10,28,20,1
4,3,1,15,4,56,29,21,1
4,3,1,15,4,28,29,55,1
0,3,1,8,4,42,28,0,1
4,3,1,18,4,56,29,24,1
33,3,2,4,0,59,29,37,1
4,2,5,9,0,11,29,53,1
9,4,1,9,4,7,29,24,2
4,0,8,18,4,29,28,45,2
4,3,1,3,4,26,2,50,1
4,3,1,18,4,10,30,39,0
4,3,1,15,4,54,29,28,1
7,3,1,8,4,56,28,7,1
0,2,3,18,4,0,29,55,2
4,3,2,6,4,41,29,3,1
9,3,2,9,4,63,29,30,2
20,3,1,8,4,41,24,29,1
4,3,3,3,4,41,27,7,1
7,2,3,13,4,37,29,30,2
7,3,1,15,0,23,29,18,2
27,3,1,8,0,11,14,24,0
4,2,5,9,4,3,25,29,2
4,3,1,3,4,9,22,50,0
4,2,5,13,4,14,26,5,2
4,4,2,15,4,37,29,50,1
9,2,2,9,0,37,8,3,2
4,2,3,15,4,57,3,57,1
1,4,2,10,4,1,29,21,2
7,4,3,9,4,21,29,52,2
7,3,3,16,0,37,29,41,2
7,3,1,15,4,38,14,2,2
4,2,5,16,4,39,29,55,2
4,3,3,9,0,0,25,5,1
7,3,2,6,0,21,20,30,2
28,4,2,16,4,46,29,45,2
7,2,3,9,4,21,15,40,2
16,3,2,9,4,10,15,20,2
9,3,1,8,0,12,29,20,1
4,2,5,15,4,1,26,8,2
10,3,1,8,4,41,24,29,2
3,3,1,15,4,26,29,24,2
7,3,1,15,4,24,29,31,2
4,3,2,15,4,21,29,51,1
4,3,1,9,4,34,29,42,0
7,3,1,15,0,34,29,51,2
9,4,2,18,4,41,29,3,1
4,1,2,18,4,33,30,39,0
4,3,2,9,4,0,22,55,1
4,3,2,8,4,22,23,30,0
4,2,5,9,4,4,29,36,1
4,3,2,3,0,36,29,57,1
4,3,1,8,4,42,14,12,1
4,3,2,18,4,42,20,57,1
1,3,8,13,0,23,26,57,2
9,2,3,9,4,22,30,42,2
0,3,2,11,4,12,4,10,2
8,3,1,15,4,26,27,30,1
4,4,1,8,0,0,29,57,1
1,3,1,8,0,24,29,4,1
1,4,3,15,4,0,29,28,2
4,3,2,18,4,0,25,12,1
8,1,1,10,4,37,3,41,2
7,4,2,9,4,54,29,50,2
0,3,2,9,0,41,30,22,1
4,3,1,16,0,53,29,8,0
8,3,2,13,4,42,7,30,2
33,3,1,13,0,38,25,2,1
4,3,1,18,4,14,20,18,1
4,2,5,9,4,63,25,29,2
0,3,1,8,4,37,21,43,1
33,3,3,18,4,21,2,30,1
7,3,3,3,4,41,28,57,2
4,3,2,15,0,0,23,23,1
4,3,5,13,4,14,29,29,1
7,3,2,6,4,41,29,57,2
8,2,1,9,4,17,29,50,2
1,3,1,3,4,56,21,57,1
0,4,3,15,4,23,28,34,1
4,3,2,9,4,33,29,39,1
7,4,2,15,0,37,29,50,2
4,3,1,6,4,59,18,3,0
17,3,1,8,4,41,16,41,1
1,3,5,8,4,59,28,30,2
1,3,2,15,4,22,16,57,1
4,3,1,18,4,36,28,7,1
7,3,1,9,4,10,25,57,1
1,3,3,15,4,0,29,57,1
0,3,3,8,4,12,5,20,2
13,3,5,9,4,59,13,0,1
4,4,1,6,4,8,29,28,0
4,4,3,18,4,41,29,50,1
0,3,1,8,4,13,12,48,0
4,3,1,9,4,1,29,24,1
4,4,3,18,4,0,29,30,1
7,4,5,15,0,59,29,30,2
4,3,1,9,4,10,8,20,2
4,3,2,15,4,56,28,39,1
4,3,1,13,4,41,29,50,1
9,3,2,18,4,54,21,24,2
4,2,2,11,4,34,15,50,1
4,3,3,15,4,7,28,21,1
4,3,2,6,4,21,25,0,1
31,3,2,15,4,38,27,41,1
4,3,1,6,4,8,29,56,0
4,2,5,9,4,66,27,29,2
4,3,1,15,4,53,29,24,1
7,3,1,18,0,56,29,18,1
0,3,1,15,4,33,5,39,2
8,1,1,15,0,41,27,28,2
4,3,3,9,4,12,29,20,1
4,3,2,16,4,12,8,23,2
20,3,1,9,4,39,28,18,1
7,3,1,9,4,57,29,47,2
7,3,1,13,4,37,29,57,1
9,3,2,9,4,1,8,7,2
4,3,1,11,0,37,22,23,1
4,2,5,9,4,41,29,30,2
28,4,2,9,4,14,29,57,2
7,3,1,15,4,39,22,57,2
9,3,3,16,0,12,15,29,2
1,3,2,9,4,28,27,30,2
4,3,1,6,0,39,29,22,0
7,3,2,15,0,22,28,47,1
4,3,1,9,4,3,29,41,2
33,2,5,8,4,19,29,28,2
7,2,5,11,4,28,29,46,2
4,2,3,9,4,41,18,30,1
4,3,1,15,4,61,17,42,0
3,4,2,3,0,41,29,30,2
4,3,1,15,4,12,29,22,1
8,1,1,18,4,9,29,28,1
9,3,1,8,4,41,24,29,2
9,3,1,13,4,37,7,50,2
0,3,2,11,4,12,4,10,2
0,3,2,10,4,12,18,19,2
9,3,2,8,4,40,21,12,2
8,1,1,13,0,18,25,5,1
4,3,1,9,4,12,29,38,1
32,4,2,15,4,14,27,30,2
8,4,4,16,4,42,16,41,2
7,2,5,9,0,4,21,39,2
33,3,3,18,4,17,29,28,2
4,2,1,11,4,39,30,18,2
4,4,1,18,4,9,29,50,0
4,4,2,9,4,12,29,22,2
4,3,2,9,4,28,29,24,1
4,1,1,3,3,15,29,48,0
3,3,1,9,4,54,29,22,2
9,3,1,8,4,41,16,41,2
10,3,1,15,0,38,28,2,1
0,1,1,8,4,3,16,41,1
1,1,1,15,4,54,29,50,1
4,3,3,18,4,37,29,57,2
7,3,1,8,4,41,29,50,1
0,3,1,0,4,19,3,18,1
27,3,1,3,4,41,29,29,1
1,3,2,15,4,56,27,30,1
7,4,1,9,4,37,23,3,2
4,1,1,15,4,44,28,18,1
7,3,1,6,4,8,29,56,1
4,2,3,13,4,35,1,40,2
2,3,1,16,4,41,3,1,2
4,3,1,9,0,54,28,22,1
4,4,2,15,4,10,26,18,1
1,3,1,8,4,42,29,30,1
1,3,2,18,0,14,21,9,1
